checkpoint,max_score,mean_score,top_head_layer,top_head_idx,scores_json
0M_random,0.025068406015634537,0.0230399277061224,0,7,"[[0.022978220134973526, 0.023341074585914612, 0.022152051329612732, 0.024426838383078575, 0.02325095795094967, 0.021478336304426193, 0.02428683638572693, 0.025068406015634537, 0.023815741762518883, 0.023250045254826546, 0.022273672744631767, 0.023015936836600304], [0.023147322237491608, 0.022523771971464157, 0.022903626784682274, 0.02391231432557106, 0.023142658174037933, 0.022990593686699867, 0.022886134684085846, 0.02314225770533085, 0.022152507677674294, 0.02289232239127159, 0.022892465814948082, 0.02328774891793728], [0.023074336349964142, 0.022910263389348984, 0.02412063255906105, 0.023303940892219543, 0.022806383669376373, 0.02183394692838192, 0.02289913222193718, 0.022305918857455254, 0.023854393512010574, 0.02315669320523739, 0.023541780188679695, 0.023145055398344994], [0.022772464901208878, 0.023354215547442436, 0.022397343069314957, 0.023973342031240463, 0.023335091769695282, 0.022945888340473175, 0.023158924654126167, 0.022082142531871796, 0.022266069427132607, 0.023749789223074913, 0.02331049181520939, 0.02273656614124775], [0.022987939417362213, 0.023461682721972466, 0.023324085399508476, 0.02357400581240654, 0.0234969574958086, 0.0227802861481905, 0.02316872403025627, 0.02312997542321682, 0.023824773728847504, 0.02299600839614868, 0.022741220891475677, 0.022855039685964584], [0.022590292617678642, 0.023128001019358635, 0.02250300720334053, 0.02284710668027401, 0.02266150340437889, 0.02375166490674019, 0.023230385035276413, 0.023792214691638947, 0.0229464303702116, 0.0229229424148798, 0.023165572434663773, 0.02338475175201893], [0.022732960060238838, 0.02343362756073475, 0.02331319823861122, 0.022656749933958054, 0.022283131256699562, 0.02302851900458336, 0.022997450083494186, 0.02294827438890934, 0.023572690784931183, 0.023361176252365112, 0.02291833981871605, 0.023208012804389], [0.02350763976573944, 0.02337057515978813, 0.023120399564504623, 0.02282825857400894, 0.022923676297068596, 0.023091211915016174, 0.02296014130115509, 0.022744091227650642, 0.021876459941267967, 0.02371642366051674, 0.023142915219068527, 0.022562334313988686], [0.022344175726175308, 0.023186175152659416, 0.02306826412677765, 0.022010743618011475, 0.02277774177491665, 0.023083511739969254, 0.022636916488409042, 0.023172957822680473, 0.022554747760295868, 0.022797835990786552, 0.021992405876517296, 0.023318244144320488], [0.023339614272117615, 0.02293698862195015, 0.02211364544928074, 0.023386314511299133, 0.02291910909116268, 0.02354690246284008, 0.0228129755705595, 0.02333606407046318, 0.023194296285510063, 0.0237408559769392, 0.023288311436772346, 0.0225237924605608], [0.02323351614177227, 0.022318381816148758, 0.023126572370529175, 0.022821718826889992, 0.02269832417368889, 0.02333720587193966, 0.023518214002251625, 0.02336835116147995, 0.023001672700047493, 0.02357385866343975, 0.023343408480286598, 0.022627240046858788], [0.02326231822371483, 0.022970587015151978, 0.022851983085274696, 0.022382931783795357, 0.02316676452755928, 0.022756926715373993, 0.022589877247810364, 0.022797012701630592, 0.02343876287341118, 0.022898932918906212, 0.022876884788274765, 0.02289578877389431]]"
1M,0.024378828704357147,0.02302515134215355,0,5,"[[0.02219574525952339, 0.02308337576687336, 0.023511620238423347, 0.0224167350679636, 0.023114707320928574, 0.024378828704357147, 0.02186446264386177, 0.02275898866355419, 0.022165479138493538, 0.024162357673048973, 0.02207411639392376, 0.023848755285143852], [0.0233999602496624, 0.022824972867965698, 0.023279763758182526, 0.02260761149227619, 0.024078214541077614, 0.023421039804816246, 0.02305867336690426, 0.02359658293426037, 0.022255830466747284, 0.022534482181072235, 0.022286783903837204, 0.023701690137386322], [0.02350451424717903, 0.02340063638985157, 0.023546257987618446, 0.023050524294376373, 0.02244214527308941, 0.023700473830103874, 0.02264767698943615, 0.0231447946280241, 0.022126078605651855, 0.0242632944136858, 0.02289573661983013, 0.02333386428654194], [0.02251003310084343, 0.023052262142300606, 0.02286822348833084, 0.023298103362321854, 0.02210680954158306, 0.023319173604249954, 0.022421712055802345, 0.023107081651687622, 0.0226732324808836, 0.022768063470721245, 0.02295435220003128, 0.02266017347574234], [0.022633859887719154, 0.023028798401355743, 0.022913698107004166, 0.02245290018618107, 0.022839700803160667, 0.022143254056572914, 0.02324671857059002, 0.023522527888417244, 0.022198457270860672, 0.02305750548839569, 0.02277316153049469, 0.022742049768567085], [0.02340015210211277, 0.022878246381878853, 0.023100122809410095, 0.022780753672122955, 0.022636836394667625, 0.02322973869740963, 0.023311378434300423, 0.02243899367749691, 0.022458557039499283, 0.023178478702902794, 0.023138156160712242, 0.0224837064743042], [0.022776197642087936, 0.023475894704461098, 0.02264503948390484, 0.023107042536139488, 0.02318086102604866, 0.023056242614984512, 0.02322942018508911, 0.023239346221089363, 0.02384413406252861, 0.022713078185915947, 0.02343851886689663, 0.022966409102082253], [0.022958843037486076, 0.023429160937666893, 0.02302403189241886, 0.023117536678910255, 0.023051869124174118, 0.02308613806962967, 0.02303243614733219, 0.02344626374542713, 0.02296343818306923, 0.022880572825670242, 0.022743716835975647, 0.022772932425141335], [0.023337971419095993, 0.022916948422789574, 0.023067345842719078, 0.023008935153484344, 0.02325689047574997, 0.022966964170336723, 0.02292901836335659, 0.02325761690735817, 0.023270921781659126, 0.022742094472050667, 0.02297995798289776, 0.023004498332738876], [0.022607024759054184, 0.023319600149989128, 0.022883471101522446, 0.022722525522112846, 0.022564295679330826, 0.023047540336847305, 0.02310638688504696, 0.023013871163129807, 0.023057177662849426, 0.023281602188944817, 0.02361978404223919, 0.02317306026816368], [0.023098807781934738, 0.02313218265771866, 0.02365211397409439, 0.023150881752371788, 0.02311331033706665, 0.023130392655730247, 0.023095114156603813, 0.02310788445174694, 0.022953201085329056, 0.023020097985863686, 0.023254916071891785, 0.023260029032826424], [0.02286379039287567, 0.022969696670770645, 0.023099932819604874, 0.02304866909980774, 0.022866927087306976, 0.023157795891165733, 0.023464776575565338, 0.022850126028060913, 0.023132560774683952, 0.0233201514929533, 0.02329418621957302, 0.023265959694981575]]"
5M,0.024292293936014175,0.02304432913661003,8,9,"[[0.021913055330514908, 0.02377890981733799, 0.023312095552682877, 0.022308755666017532, 0.022640788927674294, 0.02365891821682453, 0.021616891026496887, 0.022425729781389236, 0.02224152162671089, 0.023386657238006592, 0.0221385657787323, 0.023625792935490608], [0.022737322375178337, 0.02252482995390892, 0.022894449532032013, 0.02254892885684967, 0.022942114621400833, 0.02235114574432373, 0.022963186725974083, 0.021615425124764442, 0.022874198853969574, 0.022584667429327965, 0.022771479561924934, 0.02336016111075878], [0.022889068350195885, 0.023355109617114067, 0.022596308961510658, 0.02311473898589611, 0.022782903164625168, 0.0223685372620821, 0.022768478840589523, 0.022797822952270508, 0.023022452369332314, 0.022707955911755562, 0.02304220013320446, 0.02294294349849224], [0.02272929437458515, 0.022793682292103767, 0.023157427087426186, 0.023381900042295456, 0.02278403751552105, 0.022405778989195824, 0.022883303463459015, 0.022783003747463226, 0.023063456639647484, 0.023301541805267334, 0.02341359294950962, 0.023182183504104614], [0.02282184548676014, 0.0227096788585186, 0.0229637511074543, 0.02317192777991295, 0.023312633857131004, 0.023037688806653023, 0.022881343960762024, 0.023268356919288635, 0.023032771423459053, 0.023015452548861504, 0.02313694916665554, 0.023045677691698074], [0.02327343448996544, 0.02287893369793892, 0.02258109860122204, 0.022958679124712944, 0.022949352860450745, 0.023203914985060692, 0.023328661918640137, 0.023161165416240692, 0.02302914671599865, 0.023190826177597046, 0.023407913744449615, 0.02342722937464714], [0.023344242945313454, 0.023574979975819588, 0.023004721850156784, 0.02349773235619068, 0.022864535450935364, 0.02317982353270054, 0.023199621587991714, 0.023816796019673347, 0.023538371548056602, 0.023047637194395065, 0.02325526624917984, 0.022965509444475174], [0.023468878120183945, 0.023194067180156708, 0.02303425222635269, 0.02291332557797432, 0.02351737767457962, 0.023461835458874702, 0.023169266059994698, 0.023065852001309395, 0.023028193041682243, 0.022877730429172516, 0.022982282564044, 0.022994782775640488], [0.022859632968902588, 0.02294035814702511, 0.023247506469488144, 0.023022031411528587, 0.02339223399758339, 0.023047182708978653, 0.02302621863782406, 0.022998744621872902, 0.023087315261363983, 0.024292293936014175, 0.023782972246408463, 0.023912731558084488], [0.0231134295463562, 0.02304213121533394, 0.023377129808068275, 0.023241013288497925, 0.022934800013899803, 0.023279763758182526, 0.022774994373321533, 0.023190878331661224, 0.022897042334079742, 0.0232249666005373, 0.022753896191716194, 0.022953148931264877], [0.023118581622838974, 0.023158665746450424, 0.02329321764409542, 0.023300720378756523, 0.023897239938378334, 0.02317449450492859, 0.02303237095475197, 0.02323533408343792, 0.023341942578554153, 0.022911136969923973, 0.023163607344031334, 0.02305072918534279], [0.0227772518992424, 0.023761671036481857, 0.02305527590215206, 0.023194316774606705, 0.0227647814899683, 0.022943580523133278, 0.02295083738863468, 0.02312511019408703, 0.02303462289273739, 0.023302052170038223, 0.023033594712615013, 0.023101218044757843]]"
10M,0.025480514392256737,0.023014923557639122,8,9,"[[0.02119600400328636, 0.023229211568832397, 0.0235306229442358, 0.02238353341817856, 0.022572018206119537, 0.023375501856207848, 0.02163582667708397, 0.02308346889913082, 0.021949641406536102, 0.023205002769827843, 0.02271752431988716, 0.023941008374094963], [0.023292796686291695, 0.023220714181661606, 0.023376673460006714, 0.023661181330680847, 0.023373059928417206, 0.02277015894651413, 0.023267971351742744, 0.023306000977754593, 0.02255563624203205, 0.022974491119384766, 0.02287963777780533, 0.02343512699007988], [0.023117752745747566, 0.023343190550804138, 0.02366786263883114, 0.02320314384996891, 0.023166125640273094, 0.023027433082461357, 0.02343505620956421, 0.023078348487615585, 0.02325526997447014, 0.023643914610147476, 0.02316247671842575, 0.023143600672483444], [0.022045142948627472, 0.02331572398543358, 0.023454302921891212, 0.023255502805113792, 0.023239711299538612, 0.023140618577599525, 0.02319544367492199, 0.022936755791306496, 0.022989852353930473, 0.023324085399508476, 0.023295540362596512, 0.023157209157943726], [0.02329743281006813, 0.02350187860429287, 0.02292521484196186, 0.02331189066171646, 0.023305261507630348, 0.023244502022862434, 0.02251175232231617, 0.022834280505776405, 0.023040179163217545, 0.02318968065083027, 0.023574182763695717, 0.023129582405090332], [0.022837946191430092, 0.022761592641472816, 0.023001529276371002, 0.02291734330356121, 0.023181384429335594, 0.022937454283237457, 0.02277025207877159, 0.02206268720328808, 0.023320699110627174, 0.022862711921334267, 0.02338898740708828, 0.023110589012503624], [0.02297244593501091, 0.023054784163832664, 0.022936949506402016, 0.023218587040901184, 0.02272864431142807, 0.022717338055372238, 0.022582421079277992, 0.02333991415798664, 0.022950492799282074, 0.023059634491801262, 0.022442398592829704, 0.022302119061350822], [0.022608714178204536, 0.02311520092189312, 0.023661717772483826, 0.02231183461844921, 0.02299906685948372, 0.023166196420788765, 0.022644368931651115, 0.0233139768242836, 0.022826693952083588, 0.023064184933900833, 0.023049216717481613, 0.023230085149407387], [0.023003989830613136, 0.022785747423768044, 0.022550491616129875, 0.02319233864545822, 0.02315574884414673, 0.02298850566148758, 0.022979339584708214, 0.022806918248534203, 0.022370805963873863, 0.025480514392256737, 0.0231303907930851, 0.023814132437109947], [0.02313212864100933, 0.02216164767742157, 0.023185061290860176, 0.022570261731743813, 0.023083362728357315, 0.022366750985383987, 0.02318074181675911, 0.02277953363955021, 0.022822553291916847, 0.023204006254673004, 0.02300383523106575, 0.02281828038394451], [0.022787852212786674, 0.02234317734837532, 0.023019293323159218, 0.023168601095676422, 0.022745121270418167, 0.02313852496445179, 0.023126302286982536, 0.023522915318608284, 0.023621339350938797, 0.02283843420445919, 0.022715898230671883, 0.02280069887638092], [0.023210041224956512, 0.02347075380384922, 0.022522902116179466, 0.023043010383844376, 0.02297389879822731, 0.02279769442975521, 0.022373108193278313, 0.023209817707538605, 0.02234484627842903, 0.022630887106060982, 0.02320750057697296, 0.023126332089304924]]"
20M,0.02771357074379921,0.022927947342395782,11,4,"[[0.02132025547325611, 0.02214759588241577, 0.02134644240140915, 0.0222298726439476, 0.02296653762459755, 0.02334582433104515, 0.020365078002214432, 0.022156503051519394, 0.022932644933462143, 0.021961266174912453, 0.022076914086937904, 0.022613301873207092], [0.022513575851917267, 0.022443993017077446, 0.02492171712219715, 0.0234083142131567, 0.023748844861984253, 0.021830664947628975, 0.02253526635468006, 0.01752956211566925, 0.023556305095553398, 0.022879570722579956, 0.02160520665347576, 0.024754710495471954], [0.02257935144007206, 0.023099681362509727, 0.022387783974409103, 0.02198866568505764, 0.02297130972146988, 0.022826753556728363, 0.022903965786099434, 0.02229846827685833, 0.02303493395447731, 0.023796366527676582, 0.02288718894124031, 0.021769849583506584], [0.024158189073204994, 0.024371393024921417, 0.02449467033147812, 0.02393278107047081, 0.023925960063934326, 0.022849438712000847, 0.024176472797989845, 0.02382161095738411, 0.024787642061710358, 0.0244384054094553, 0.02385101281106472, 0.023778671398758888], [0.023428013548254967, 0.024768229573965073, 0.022833190858364105, 0.023898620158433914, 0.023626167327165604, 0.023151427507400513, 0.02327697165310383, 0.023850111290812492, 0.02320183627307415, 0.02422473020851612, 0.023250941187143326, 0.024127110838890076], [0.023786354809999466, 0.0251876600086689, 0.023537294939160347, 0.02387121506035328, 0.023128127679228783, 0.023860929533839226, 0.023951655253767967, 0.02392740175127983, 0.024554874747991562, 0.023419944569468498, 0.023986801505088806, 0.023167721927165985], [0.022401923313736916, 0.020007170736789703, 0.023646600544452667, 0.023943686857819557, 0.021854877471923828, 0.022384393960237503, 0.0219582412391901, 0.019845150411128998, 0.022885840386152267, 0.023704418912529945, 0.02488997019827366, 0.022698694840073586], [0.023941436782479286, 0.022017650306224823, 0.02360718324780464, 0.02368210442364216, 0.0261352751404047, 0.02308078110218048, 0.02515367977321148, 0.02330392226576805, 0.023650402203202248, 0.023836053907871246, 0.022881582379341125, 0.024315254762768745], [0.02297700010240078, 0.024041665717959404, 0.017866235226392746, 0.023936757817864418, 0.020595772191882133, 0.018393652513623238, 0.022792426869273186, 0.023013565689325333, 0.021281709894537926, 0.02481210045516491, 0.021685728803277016, 0.01705547794699669], [0.023067297413945198, 0.0226454958319664, 0.02363021858036518, 0.019678158685564995, 0.023461787030100822, 0.020942969247698784, 0.023429807275533676, 0.02019461803138256, 0.021580860018730164, 0.02445361390709877, 0.02338014356791973, 0.02142413891851902], [0.022939829155802727, 0.021292703226208687, 0.025176919996738434, 0.023089362308382988, 0.019369563087821007, 0.022690074518322945, 0.024978427216410637, 0.022639859467744827, 0.022244514897465706, 0.023287050426006317, 0.022154957056045532, 0.023755593225359917], [0.023376094177365303, 0.02611033245921135, 0.024952350184321404, 0.02299882285296917, 0.02771357074379921, 0.022240398451685905, 0.02137848362326622, 0.023602189496159554, 0.020894592627882957, 0.019013121724128723, 0.02351052314043045, 0.021709628403186798]]"
30M,0.02778804861009121,0.020876098424196243,3,0,"[[0.01874077320098877, 0.019805770367383957, 0.014764361083507538, 0.019645022228360176, 0.020302586257457733, 0.015495417639613152, 0.018869010731577873, 0.018875066190958023, 0.01599775440990925, 0.019542908295989037, 0.018470972776412964, 0.018539901822805405], [0.019434047862887383, 0.01785043254494667, 0.020178861916065216, 0.02061675861477852, 0.016050247475504875, 0.016154667362570763, 0.02057804726064205, 0.011779310181736946, 0.015974214300513268, 0.016933050006628036, 0.0196711216121912, 0.023770827800035477], [0.017553452402353287, 0.01914156600832939, 0.02177824266254902, 0.016758888959884644, 0.017080573365092278, 0.02203785814344883, 0.020363641902804375, 0.017675869166851044, 0.02095756120979786, 0.020704062655568123, 0.021887514740228653, 0.015349173918366432], [0.02778804861009121, 0.02208452671766281, 0.020379427820444107, 0.023020360618829727, 0.023189065977931023, 0.024116845801472664, 0.017954478040337563, 0.023090118542313576, 0.023837998509407043, 0.020197365432977676, 0.02188817597925663, 0.021997330710291862], [0.021597640588879585, 0.02086043916642666, 0.021461036056280136, 0.019901186227798462, 0.018332084640860558, 0.020483633503317833, 0.025248197838664055, 0.02219952642917633, 0.02341870218515396, 0.02649262733757496, 0.020371615886688232, 0.02288793958723545], [0.02286287024617195, 0.02210511825978756, 0.02314574643969536, 0.02125772461295128, 0.01975719816982746, 0.01906656287610531, 0.022142570465803146, 0.021884648129343987, 0.020055728033185005, 0.0176969226449728, 0.019511373713612556, 0.021909456700086594], [0.018990328535437584, 0.022863566875457764, 0.02335686795413494, 0.02162746898829937, 0.01939055696129799, 0.022894153371453285, 0.021691858768463135, 0.018547270447015762, 0.021077696233987808, 0.023063259199261665, 0.016677895560860634, 0.0199111457914114], [0.02201765775680542, 0.01970289647579193, 0.021810587495565414, 0.022314976900815964, 0.023396247997879982, 0.025939418002963066, 0.0240007434040308, 0.020005661994218826, 0.01796054281294346, 0.022463899105787277, 0.02332913689315319, 0.02302776649594307], [0.022298460826277733, 0.021688060835003853, 0.019814981147646904, 0.024648215621709824, 0.027520647272467613, 0.015489759854972363, 0.022286366671323776, 0.016503792256116867, 0.012699643149971962, 0.0184890478849411, 0.021572841331362724, 0.01878770813345909], [0.023194512352347374, 0.02371019497513771, 0.02025880292057991, 0.022460587322711945, 0.016200663521885872, 0.018056901171803474, 0.0206841342151165, 0.0175856314599514, 0.020855506882071495, 0.02435188740491867, 0.023797785863280296, 0.018561983481049538], [0.023561466485261917, 0.020339911803603172, 0.024059901013970375, 0.023913592100143433, 0.014441926963627338, 0.023309243842959404, 0.024148566648364067, 0.02356407232582569, 0.022493980824947357, 0.021597394719719887, 0.021819209679961205, 0.021609868854284286], [0.02246859297156334, 0.027309054508805275, 0.02463708259165287, 0.02295062318444252, 0.027716869488358498, 0.023159760981798172, 0.021354131400585175, 0.024057619273662567, 0.0209912471473217, 0.022049784660339355, 0.02383679337799549, 0.019664036110043526]]"
40M,0.02660357765853405,0.019586777314543724,9,10,"[[0.018726171925663948, 0.019784802570939064, 0.011656795628368855, 0.019886305555701256, 0.019060960039496422, 0.014003594405949116, 0.01855357550084591, 0.019184870645403862, 0.012236461043357849, 0.02005394548177719, 0.018099527806043625, 0.01626928709447384], [0.019773200154304504, 0.017023751512169838, 0.01893491856753826, 0.01831475831568241, 0.018458807840943336, 0.019468283280730247, 0.018845699727535248, 0.012859249487519264, 0.01499706506729126, 0.018002714961767197, 0.017556697130203247, 0.021226171404123306], [0.015202749520540237, 0.012927438132464886, 0.021984057500958443, 0.015242905355989933, 0.014709832146763802, 0.020991206169128418, 0.014242018572986126, 0.014132852666079998, 0.021030869334936142, 0.017762836068868637, 0.019947754219174385, 0.016459263861179352], [0.026450343430042267, 0.020617792382836342, 0.017546338960528374, 0.02221127785742283, 0.02199815772473812, 0.022890841588377953, 0.018377749249339104, 0.02277773804962635, 0.016095465049147606, 0.01266402192413807, 0.024035539478063583, 0.020180797204375267], [0.021372254937887192, 0.02126205898821354, 0.02001630887389183, 0.015636352822184563, 0.01773463748395443, 0.0183979794383049, 0.025556301698088646, 0.02099101059138775, 0.02119980752468109, 0.024542588740587234, 0.018606845289468765, 0.021329917013645172], [0.01925242505967617, 0.023886611685156822, 0.02180224098265171, 0.020523404702544212, 0.02138260379433632, 0.01605142094194889, 0.016544407233595848, 0.02185113914310932, 0.014936708845198154, 0.015561106614768505, 0.01846674457192421, 0.021618444472551346], [0.016140418127179146, 0.02165694162249565, 0.02110295183956623, 0.02287302538752556, 0.014117881655693054, 0.021918421611189842, 0.021122969686985016, 0.015613000839948654, 0.021193675696849823, 0.022603867575526237, 0.014344482682645321, 0.01467818208038807], [0.021763309836387634, 0.017125306650996208, 0.019329983741044998, 0.020757948979735374, 0.023054465651512146, 0.021866273134946823, 0.024417346343398094, 0.019408827647566795, 0.016532471403479576, 0.020437369123101234, 0.023333782330155373, 0.021963132545351982], [0.02313944511115551, 0.01834055408835411, 0.018481574952602386, 0.02620484121143818, 0.024539317935705185, 0.014640823006629944, 0.023726806044578552, 0.015279225073754787, 0.011652413755655289, 0.016905467957258224, 0.016551638022065163, 0.01503138430416584], [0.02513223886489868, 0.024221230298280716, 0.016229167580604553, 0.014684910885989666, 0.014639134518802166, 0.012534689158201218, 0.022536391392350197, 0.01821240410208702, 0.018007179722189903, 0.025478839874267578, 0.02660357765853405, 0.014396555721759796], [0.024218836799263954, 0.016866125166416168, 0.02623378112912178, 0.023059934377670288, 0.013458299450576305, 0.02202542871236801, 0.023272907361388206, 0.021172478795051575, 0.02194410189986229, 0.02577408030629158, 0.024444835260510445, 0.017563743516802788], [0.02328459918498993, 0.024624289944767952, 0.021963542327284813, 0.02378452941775322, 0.024380045011639595, 0.024963926523923874, 0.0225969348102808, 0.02277030609548092, 0.020067371428012848, 0.022149061784148216, 0.024668581783771515, 0.01870143786072731]]"
50M,0.034207120537757874,0.017937161028385162,8,0,"[[0.019545743241906166, 0.019549205899238586, 0.011160495691001415, 0.01979646272957325, 0.01894953101873398, 0.015752537176012993, 0.018929746001958847, 0.018394330516457558, 0.010902227833867073, 0.020196732133626938, 0.017756912857294083, 0.014279725961387157], [0.017650363966822624, 0.01751944236457348, 0.018228573724627495, 0.0192402470856905, 0.017231961712241173, 0.022091643884778023, 0.017571495845913887, 0.013522869907319546, 0.01800011843442917, 0.018332481384277344, 0.015916846692562103, 0.02122114971280098], [0.009932811371982098, 0.00906046200543642, 0.01964537426829338, 0.011310768313705921, 0.011153651401400566, 0.020593443885445595, 0.01240965910255909, 0.008161807432770729, 0.018955737352371216, 0.014810559339821339, 0.018055984750390053, 0.012689605355262756], [0.027713647112250328, 0.022559311240911484, 0.009695897810161114, 0.02124936878681183, 0.022356338798999786, 0.02239576354622841, 0.016316596418619156, 0.022558925673365593, 0.009245691820979118, 0.007488421630114317, 0.018993623554706573, 0.013681242242455482], [0.021762317046523094, 0.0212081391364336, 0.013111704960465431, 0.010969719849526882, 0.013428682461380959, 0.01260688342154026, 0.022906694561243057, 0.019889891147613525, 0.020666519179940224, 0.02219001203775406, 0.013150266371667385, 0.016088932752609253], [0.013008257374167442, 0.02625458501279354, 0.02081260271370411, 0.01463088858872652, 0.0225664209574461, 0.005917312577366829, 0.011681358329951763, 0.020039092749357224, 0.009847409091889858, 0.009554975666105747, 0.02006254903972149, 0.020102156326174736], [0.012867055833339691, 0.018288645893335342, 0.02022765390574932, 0.02010422758758068, 0.013818285427987576, 0.02240726910531521, 0.017690273001790047, 0.00964469276368618, 0.019303476437926292, 0.022047052159905434, 0.006959805265069008, 0.0072286296635866165], [0.021484406664967537, 0.00870316568762064, 0.016096124425530434, 0.023603342473506927, 0.019209809601306915, 0.02069307677447796, 0.0239253006875515, 0.019930370151996613, 0.011036796495318413, 0.02015567384660244, 0.020820751786231995, 0.02274460718035698], [0.034207120537757874, 0.01966024376451969, 0.01549751590937376, 0.025943532586097717, 0.02418617531657219, 0.007654675282537937, 0.026099655777215958, 0.013718999922275543, 0.00719981687143445, 0.01031003799289465, 0.013469851575791836, 0.011283986270427704], [0.023674190044403076, 0.0243124607950449, 0.012449960224330425, 0.012956823222339153, 0.013706362806260586, 0.01145968958735466, 0.020944194868206978, 0.015304888598620892, 0.013292086310684681, 0.024194059893488884, 0.028087928891181946, 0.017439888790249825], [0.023120922967791557, 0.016058694571256638, 0.02186403051018715, 0.02319464646279812, 0.011739479377865791, 0.02103164978325367, 0.02169976755976677, 0.020835259929299355, 0.022946126759052277, 0.029389826580882072, 0.02626125141978264, 0.015762129798531532], [0.029008490964770317, 0.01930517703294754, 0.02103656344115734, 0.025257252156734467, 0.02274358831346035, 0.025136658921837807, 0.0206892266869545, 0.024861063808202744, 0.02018951252102852, 0.02542288228869438, 0.02426205947995186, 0.019857414066791534]]"
60M,0.06397973746061325,0.020034391433000565,8,0,"[[0.019260233268141747, 0.01957959495484829, 0.01024716254323721, 0.01915503479540348, 0.018836436793208122, 0.016023360192775726, 0.019791848957538605, 0.01991691254079342, 0.010839994996786118, 0.020632339641451836, 0.0171038880944252, 0.01382903940975666], [0.017837228253483772, 0.017632272094488144, 0.019737983122467995, 0.020098291337490082, 0.01805512048304081, 0.023753168061375618, 0.017562026157975197, 0.014285936020314693, 0.01856698840856552, 0.02285190112888813, 0.0179136972874403, 0.021549545228481293], [0.010229932144284248, 0.008124222978949547, 0.02112298458814621, 0.01146097294986248, 0.01338258571922779, 0.020367620512843132, 0.01070168986916542, 0.009256646037101746, 0.019762536510825157, 0.01585143432021141, 0.017170390114188194, 0.013326307758688927], [0.02680206298828125, 0.028614409267902374, 0.008405161090195179, 0.021890312433242798, 0.022336527705192566, 0.021072382107377052, 0.01639522798359394, 0.021801402792334557, 0.008688029833137989, 0.008741776458919048, 0.02203982323408127, 0.015238222666084766], [0.020138710737228394, 0.024518923833966255, 0.0131479911506176, 0.009704070165753365, 0.01394600048661232, 0.01698933355510235, 0.02937362901866436, 0.018811335787177086, 0.020723983645439148, 0.022611580789089203, 0.01291434932500124, 0.01421383023262024], [0.014560763724148273, 0.03353848308324814, 0.02219468727707863, 0.015136715024709702, 0.025065841153264046, 0.009925538673996925, 0.013111062347888947, 0.020385617390275, 0.012114429846405983, 0.0123787522315979, 0.022484302520751953, 0.020470671355724335], [0.01350583415478468, 0.019384320825338364, 0.024476824328303337, 0.024301204830408096, 0.017458254471421242, 0.025263788178563118, 0.01860084943473339, 0.0125326719135046, 0.022706380113959312, 0.02240496315062046, 0.011780560947954655, 0.012511282227933407], [0.022467149421572685, 0.012799948453903198, 0.016652852296829224, 0.025412606075406075, 0.021716007962822914, 0.01815297268331051, 0.03725398704409599, 0.02371242456138134, 0.016571562737226486, 0.0248020701110363, 0.020499251782894135, 0.019405806437134743], [0.06397973746061325, 0.027648184448480606, 0.021160658448934555, 0.03769257292151451, 0.02475733309984207, 0.01616326905786991, 0.03306738659739494, 0.017906079068779945, 0.008177177980542183, 0.012435698881745338, 0.01818271540105343, 0.013753872364759445], [0.02557535283267498, 0.025214333087205887, 0.015720827504992485, 0.015781154856085777, 0.014841962605714798, 0.011654069647192955, 0.02621479704976082, 0.017510322853922844, 0.01732412725687027, 0.024852285161614418, 0.04072073474526405, 0.021011957898736], [0.0248044952750206, 0.02031475119292736, 0.0241774283349514, 0.02341824769973755, 0.01415837649255991, 0.024174125865101814, 0.023790491744875908, 0.028572766110301018, 0.023384297266602516, 0.032606080174446106, 0.029006611555814743, 0.01764942891895771], [0.03146860748529434, 0.02347477525472641, 0.022766228765249252, 0.027435505762696266, 0.024455476552248, 0.024577144533395767, 0.021808303892612457, 0.02460811659693718, 0.020690597593784332, 0.02781476266682148, 0.02532617188990116, 0.02244597300887108]]"
