checkpoint,layer,head,entropy
10M,8,0,2.59644079208374
20M,8,0,2.597963094711304
50M,8,0,2.117727756500244
60M,8,0,1.7190033197402954
100M,8,0,1.4372658729553225
200M,8,0,0.746773898601532
1000M,8,0,0.3387171626091003
