base,layer,head,score_base,score_ppo,delta_induction
50M,6,4,0.012125824578106403,0.01105942390859127,-0.001066400669515133
50M,6,5,0.02378990687429905,0.02320096269249916,-0.0005889441817998886
50M,6,6,0.017542410641908646,0.017785727977752686,0.00024331733584403992
50M,6,7,0.0078532500192523,0.009826511144638062,0.0019732611253857613
50M,6,8,0.020546752959489822,0.01990821212530136,-0.0006385408341884613
50M,6,9,0.02043701335787773,0.021009203046560287,0.0005721896886825562
50M,6,10,0.007144297007471323,0.0070019857957959175,-0.0001423112116754055
50M,6,11,0.005628005135804415,0.005402081646025181,-0.00022592348977923393
50M,7,0,0.01997760683298111,0.02027798444032669,0.00030037760734558105
50M,7,1,0.0078959995880723,0.007425767835229635,-0.0004702317528426647
50M,7,2,0.014379585161805153,0.015072433277964592,0.0006928481161594391
50M,7,3,0.02077818475663662,0.02323102205991745,0.0024528373032808304
50M,7,4,0.01874472014605999,0.019890129566192627,0.001145409420132637
50M,7,5,0.020818978548049927,0.02036137320101261,-0.00045760534703731537
50M,7,6,0.022242063656449318,0.024203235283493996,0.0019611716270446777
50M,7,7,0.018313024193048477,0.018461253494024277,0.00014822930097579956
50M,7,8,0.009372668340802193,0.010537151247262955,0.001164482906460762
50M,7,9,0.01796979270875454,0.018496191129088402,0.0005263984203338623
50M,7,10,0.019754422828555107,0.020721979439258575,0.0009675566107034683
50M,7,11,0.022019755095243454,0.022780701518058777,0.0007609464228153229
50M,8,0,0.032507721334695816,0.028553908690810204,-0.0039538126438856125
50M,8,1,0.016859784722328186,0.01823296956717968,0.0013731848448514938
50M,8,2,0.014258486218750477,0.01692303828895092,0.0026645520702004433
50M,8,3,0.026898197829723358,0.026567433029413223,-0.0003307648003101349
50M,8,4,0.023270810022950172,0.025088274851441383,0.001817464828491211
50M,8,5,0.006132288835942745,0.006804551929235458,0.0006722630932927132
50M,8,6,0.02381269447505474,0.02310747653245926,-0.0007052179425954819
50M,8,7,0.013738850131630898,0.014087366871535778,0.0003485167399048805
50M,8,8,0.004411428235471249,0.006353022996336222,0.001941594760864973
50M,8,9,0.01189272478222847,0.010539038106799126,-0.0013536866754293442
50M,8,10,0.013917800970375538,0.01319166924804449,-0.0007261317223310471
50M,8,11,0.010273616760969162,0.009949439205229282,-0.0003241775557398796
50M,9,0,0.02384284883737564,0.023814015090465546,-2.8833746910095215e-05
50M,9,1,0.025041483342647552,0.024319618940353394,-0.0007218644022941589
50M,9,2,0.012436039745807648,0.010325312614440918,-0.0021107271313667297
50M,9,3,0.012493867427110672,0.012076265178620815,-0.0004176022484898567
50M,9,4,0.012493398040533066,0.013728250749409199,0.001234852708876133
50M,9,5,0.008953023701906204,0.011515438556671143,0.0025624148547649384
50M,9,6,0.020393896847963333,0.023311952129006386,0.0029180552810430527
50M,9,7,0.015505889430642128,0.01535798143595457,-0.00014790799468755722
50M,9,8,0.013084749691188335,0.0131872883066535,0.00010253861546516418
50M,9,9,0.026706598699092865,0.0241855438798666,-0.002521054819226265
50M,9,10,0.02652728371322155,0.02820000797510147,0.001672724261879921
50M,9,11,0.014937272295355797,0.016513021662831306,0.0015757493674755096
50M,10,0,0.02322603389620781,0.02357659488916397,0.0003505609929561615
50M,10,1,0.015828223899006844,0.015153182670474052,-0.0006750412285327911
50M,10,2,0.02232254482805729,0.02202736958861351,-0.000295175239443779
50M,10,3,0.02214926853775978,0.022234167903661728,8.489936590194702e-05
50M,10,4,0.011125704273581505,0.01071017887443304,-0.0004155253991484642
50M,10,5,0.020225796848535538,0.02130541019141674,0.0010796133428812027
50M,10,6,0.02304030768573284,0.02088041976094246,-0.0021598879247903824
50M,10,7,0.021767200902104378,0.021503036841750145,-0.0002641640603542328
50M,10,8,0.021280555054545403,0.023495325818657875,0.0022147707641124725
50M,10,9,0.028468085452914238,0.030418721958994865,0.0019506365060806274
50M,10,10,0.024484295397996902,0.02394689805805683,-0.0005373973399400711
50M,10,11,0.016707878559827805,0.014496146701276302,-0.0022117318585515022
50M,11,0,0.0258194450289011,0.024988338351249695,-0.0008311066776514053
50M,11,1,0.021704627200961113,0.02116991952061653,-0.0005347076803445816
50M,11,2,0.021776355803012848,0.02103998512029648,-0.0007363706827163696
50M,11,3,0.021851535886526108,0.023504462093114853,0.0016529262065887451
50M,11,4,0.02432708442211151,0.022166071459650993,-0.002161012962460518
50M,11,5,0.024482250213623047,0.024247726425528526,-0.00023452378809452057
50M,11,6,0.020266901701688766,0.02103297971189022,0.0007660780102014542
50M,11,7,0.02498536743223667,0.02319234050810337,-0.0017930269241333008
50M,11,8,0.01922363042831421,0.018735995516180992,-0.00048763491213321686
50M,11,9,0.022259633988142014,0.024495942518115044,0.00223630852997303
50M,11,10,0.02441379986703396,0.024108901619911194,-0.0003048982471227646
50M,11,11,0.019739095121622086,0.02027362398803234,0.0005345288664102554
200M,0,0,0.019322553649544716,0.01873364858329296,-0.0005889050662517548
200M,0,1,0.019273551180958748,0.019914794713258743,0.0006412435322999954
200M,0,2,0.011785123497247696,0.011539686471223831,-0.00024543702602386475
200M,0,3,0.018474973738193512,0.01866021193563938,0.00018523819744586945
200M,0,4,0.01823446899652481,0.01837199181318283,0.00013752281665802002
200M,0,5,0.011091337539255619,0.012084795162081718,0.0009934576228260994
200M,0,6,0.01851067692041397,0.01824876107275486,-0.000261915847659111
200M,0,7,0.020404132083058357,0.020769616588950157,0.0003654845058917999
200M,0,8,0.010185256600379944,0.009881556034088135,-0.0003037005662918091
200M,0,9,0.022711636498570442,0.022956715896725655,0.0002450793981552124
200M,0,10,0.01792369782924652,0.018239852041006088,0.00031615421175956726
200M,0,11,0.01112876646220684,0.011388605460524559,0.0002598389983177185
200M,1,0,0.019057858735322952,0.019414465874433517,0.0003566071391105652
200M,1,1,0.022251315414905548,0.022544529289007187,0.0002932138741016388
200M,1,2,0.019717365503311157,0.019663585349917412,-5.378015339374542e-05
200M,1,3,0.02204027585685253,0.021686097607016563,-0.000354178249835968
200M,1,4,0.023007217794656754,0.022420288994908333,-0.0005869287997484207
200M,1,5,0.023531125858426094,0.024255473166704178,0.0007243473082780838
200M,1,6,0.021591387689113617,0.021025681868195534,-0.0005657058209180832
200M,1,7,0.016196176409721375,0.01638839580118656,0.00019221939146518707
200M,1,8,0.02003060095012188,0.01896057464182377,-0.001070026308298111
200M,1,9,0.025245634838938713,0.02576831355690956,0.0005226787179708481
200M,1,10,0.016704073175787926,0.016378039494156837,-0.00032603368163108826
200M,1,11,0.02246016636490822,0.02239174395799637,-6.842240691184998e-05
200M,2,0,0.009913129732012749,0.009955042041838169,4.191230982542038e-05
200M,2,1,0.005977998487651348,0.006062202621251345,8.420413359999657e-05
200M,2,2,0.022508876398205757,0.022979220375418663,0.0004703439772129059
200M,2,3,0.012104537338018417,0.012227366678416729,0.00012282934039831161
200M,2,4,0.011025962419807911,0.010747582651674747,-0.00027837976813316345
200M,2,5,0.020609263330698013,0.020269477739930153,-0.0003397855907678604
200M,2,6,0.007831533439457417,0.00885458942502737,0.001023055985569954
200M,2,7,0.009931158274412155,0.009665868245065212,-0.0002652900293469429
200M,2,8,0.019577229395508766,0.01981670968234539,0.00023948028683662415
200M,2,9,0.020632321015000343,0.02023128792643547,-0.00040103308856487274
200M,2,10,0.01498046237975359,0.014857589267194271,-0.00012287311255931854
200M,2,11,0.01218400988727808,0.013096755370497704,0.0009127454832196236
200M,3,0,0.0235358327627182,0.0228151623159647,-0.0007206704467535019
200M,3,1,0.020248858258128166,0.019490612670779228,-0.000758245587348938
200M,3,2,0.006769247818738222,0.007097149733453989,0.0003279019147157669
200M,3,3,0.022083893418312073,0.022008445113897324,-7.544830441474915e-05
200M,3,4,0.020189514383673668,0.0206289179623127,0.00043940357863903046
200M,3,5,0.017558354884386063,0.016893424093723297,-0.0006649307906627655
200M,3,6,0.02327583357691765,0.022051392123103142,-0.0012244414538145065
200M,3,7,0.019967548549175262,0.019983720034360886,1.617148518562317e-05
200M,3,8,0.005488387309014797,0.006901743821799755,0.0014133565127849579
200M,3,9,0.005858268588781357,0.006411449052393436,0.0005531804636120796
200M,3,10,0.01602461189031601,0.01561782043427229,-0.00040679145604372025
200M,3,11,0.008039480075240135,0.00951139535754919,0.0014719152823090553
200M,4,0,0.01979551650583744,0.019312499091029167,-0.0004830174148082733
200M,4,1,0.022542646154761314,0.02280113473534584,0.00025848858058452606
200M,4,2,0.0008530939812771976,0.0010630603646859527,0.00020996638340875506
200M,4,3,0.0041116755455732346,0.004333921708166599,0.00022224616259336472
200M,4,4,0.01102101244032383,0.011662978678941727,0.000641966238617897
200M,4,5,0.019238831475377083,0.01847151853144169,-0.0007673129439353943
200M,4,6,0.3928109109401703,0.376061350107193,-0.016749560832977295
200M,4,7,0.02188875339925289,0.0216834619641304,-0.00020529143512248993
200M,4,8,0.019619286060333252,0.019811127334833145,0.0001918412744998932
200M,4,9,0.020795520395040512,0.020699214190244675,-9.63062047958374e-05
200M,4,10,0.010331874713301659,0.010326008312404156,-5.866400897502899e-06
200M,4,11,0.005597108043730259,0.006477941293269396,0.0008808332495391369
200M,5,0,0.00901598297059536,0.008434806019067764,-0.0005811769515275955
200M,5,1,0.03623657673597336,0.03565831854939461,-0.0005782581865787506
200M,5,2,0.02086729183793068,0.021520880982279778,0.0006535891443490982
200M,5,3,0.006714463699609041,0.007066396530717611,0.0003519328311085701
200M,5,4,0.020854268223047256,0.02006915770471096,-0.0007851105183362961
200M,5,5,0.003852673340588808,0.003960904199630022,0.00010823085904121399
200M,5,6,0.006805431097745895,0.007859102450311184,0.0010536713525652885
200M,5,7,0.0198904387652874,0.02036105841398239,0.00047061964869499207
200M,5,8,0.00476759672164917,0.004634851589798927,-0.00013274513185024261
200M,5,9,0.005973277147859335,0.005843978840857744,-0.00012929830700159073
200M,5,10,0.0240375567227602,0.024665623903274536,0.0006280671805143356
200M,5,11,0.02166087180376053,0.021004769951105118,-0.0006561018526554108
200M,6,0,0.0053328946232795715,0.0050934371538460255,-0.00023945746943354607
200M,6,1,0.006796224974095821,0.006448635831475258,-0.0003475891426205635
200M,6,2,0.020251253619790077,0.019757350906729698,-0.000493902713060379
200M,6,3,0.036995358765125275,0.03645475208759308,-0.000540606677532196
200M,6,4,0.016059409826993942,0.01726558618247509,0.0012061763554811478
200M,6,5,0.01879299245774746,0.019383760169148445,0.0005907677114009857
200M,6,6,0.01533789373934269,0.014458706602454185,-0.000879187136888504
200M,6,7,0.002632547402754426,0.0028249206952750683,0.00019237329252064228
200M,6,8,0.022910477593541145,0.023291002959012985,0.0003805253654718399
200M,6,9,0.02269633300602436,0.022852148860692978,0.00015581585466861725
200M,6,10,0.016627993434667587,0.014382069930434227,-0.0022459235042333603
200M,6,11,0.0069574289955198765,0.006256393622606993,-0.0007010353729128838
200M,7,0,0.02265171892940998,0.022332653403282166,-0.00031906552612781525
200M,7,1,0.011935598216950893,0.009960003197193146,-0.0019755950197577477
200M,7,2,0.012396851554512978,0.010546404868364334,-0.0018504466861486435
200M,7,3,0.025962039828300476,0.024459106847643852,-0.0015029329806566238
200M,7,4,0.022167660295963287,0.022363947704434395,0.00019628740847110748
200M,7,5,0.017343223094940186,0.018828393891453743,0.0014851707965135574
200M,7,6,0.3901103138923645,0.38759562373161316,-0.0025146901607513428
200M,7,7,0.028190672397613525,0.02313501574099064,-0.005055656656622887
200M,7,8,0.011671621352434158,0.010221981443464756,-0.0014496399089694023
200M,7,9,0.03906744718551636,0.03701439127326012,-0.002053055912256241
200M,7,10,0.020597828552126884,0.021114002913236618,0.0005161743611097336
200M,7,11,0.020195065066218376,0.020676685497164726,0.0004816204309463501
200M,8,0,0.5566738843917847,0.5613324046134949,0.004658520221710205
200M,8,1,0.07058337330818176,0.07810548692941666,0.007522113621234894
200M,8,2,0.028350606560707092,0.027929311618208885,-0.0004212949424982071
200M,8,3,0.3970835208892822,0.38653555512428284,-0.01054796576499939
200M,8,4,0.027449041604995728,0.026167433708906174,-0.0012816078960895538
200M,8,5,0.02272074483335018,0.023144736886024475,0.0004239920526742935
200M,8,6,0.1482568085193634,0.1468650996685028,-0.0013917088508605957
200M,8,7,0.01672438532114029,0.015477722510695457,-0.0012466628104448318
200M,8,8,0.006315561477094889,0.004291356075555086,-0.0020242054015398026
200M,8,9,0.015150935389101505,0.013647577725350857,-0.0015033576637506485
200M,8,10,0.01715642772614956,0.014753121882677078,-0.0024033058434724808
200M,8,11,0.017673978582024574,0.01778050698339939,0.0001065284013748169
200M,9,0,0.040407586842775345,0.03573932871222496,-0.0046682581305503845
200M,9,1,0.025099456310272217,0.02311830222606659,-0.0019811540842056274
200M,9,2,0.026203716173768044,0.022025806829333305,-0.004177909344434738
200M,9,3,0.019427798688411713,0.016481371596455574,-0.0029464270919561386
200M,9,4,0.02265152521431446,0.018913425505161285,-0.0037380997091531754
200M,9,5,0.01858976110816002,0.018480639904737473,-0.00010912120342254639
200M,9,6,0.034801729023456573,0.037016645073890686,0.0022149160504341125
200M,9,7,0.04112980514764786,0.03819524869322777,-0.0029345564544200897
200M,9,8,0.026092469692230225,0.026644907891750336,0.0005524381995201111
200M,9,9,0.01944142021238804,0.017052527517080307,-0.0023888926953077316
200M,9,10,0.4466894865036011,0.431283175945282,-0.015406310558319092
200M,9,11,0.1097937747836113,0.09739100933074951,-0.012402765452861786
200M,10,0,0.03672194480895996,0.03366972133517265,-0.0030522234737873077
200M,10,1,0.02428940124809742,0.026080694049596786,0.0017912928014993668
200M,10,2,0.030122602358460426,0.03011716715991497,-5.435198545455933e-06
200M,10,3,0.02507694438099861,0.024554746225476265,-0.0005221981555223465
200M,10,4,0.017758799716830254,0.01981426030397415,0.002055460587143898
200M,10,5,0.039476413279771805,0.04216092452406883,0.0026845112442970276
200M,10,6,0.025348955765366554,0.026083866134285927,0.0007349103689193726
200M,10,7,0.1431099772453308,0.14148980379104614,-0.001620173454284668
200M,10,8,0.053624626249074936,0.05628649890422821,0.0026618726551532745
200M,10,9,0.06704791635274887,0.0671754851937294,0.00012756884098052979
200M,10,10,0.040369462221860886,0.036454927176237106,-0.003914535045623779
200M,10,11,0.019876936450600624,0.020303182303905487,0.000426245853304863
200M,11,0,0.10670533031225204,0.0988989770412445,-0.007806353271007538
200M,11,1,0.029525697231292725,0.02809157222509384,-0.001434125006198883
200M,11,2,0.02542796917259693,0.026518093422055244,0.001090124249458313
200M,11,3,0.047496095299720764,0.05198544263839722,0.004489347338676453
200M,11,4,0.02499019168317318,0.024552270770072937,-0.0004379209131002426
200M,11,5,0.026258090510964394,0.026006445288658142,-0.0002516452223062515
200M,11,6,0.03365173190832138,0.03182445466518402,-0.0018272772431373596
200M,11,7,0.027314290404319763,0.0258160587400198,-0.001498231664299965
200M,11,8,0.026915941387414932,0.023708278313279152,-0.0032076630741357803
200M,11,9,0.03826481103897095,0.040175821632146835,0.001911010593175888
200M,11,10,0.02854551374912262,0.027985669672489166,-0.0005598440766334534
200M,11,11,0.024459071457386017,0.02607979066669941,0.0016207192093133926
