base,layer,head,score_base,score_ppo,delta_induction
50M,3,2,0.010637009516358376,0.009562686085700989,-0.0010743234306573868
50M,3,3,0.02131609432399273,0.021451709792017937,0.00013561546802520752
50M,3,4,0.022302372381091118,0.022925686091184616,0.0006233137100934982
50M,3,5,0.023151686415076256,0.022783849388360977,-0.0003678370267152786
50M,3,6,0.016577376052737236,0.015909085050225258,-0.0006682910025119781
50M,3,7,0.022241739556193352,0.022748617455363274,0.0005068778991699219
50M,3,8,0.008585259318351746,0.006873960141092539,-0.0017112991772592068
50M,3,9,0.007633598521351814,0.006522472016513348,-0.0011111265048384666
50M,3,10,0.01924947090446949,0.018859054893255234,-0.0003904160112142563
50M,3,11,0.013767500407993793,0.011916750110685825,-0.0018507502973079681
50M,4,0,0.021128732711076736,0.02028428018093109,-0.0008444525301456451
50M,4,1,0.02095317654311657,0.02134471759200096,0.0003915410488843918
50M,4,2,0.012821209616959095,0.012621033936738968,-0.0002001756802201271
50M,4,3,0.00958821177482605,0.008823494426906109,-0.000764717347919941
50M,4,4,0.014955476857721806,0.012889797799289227,-0.002065679058432579
50M,4,5,0.013423222117125988,0.012678905390202999,-0.0007443167269229889
50M,4,6,0.022096985951066017,0.021834563463926315,-0.00026242248713970184
50M,4,7,0.020153580233454704,0.02114991471171379,0.0009963344782590866
50M,4,8,0.019439667463302612,0.02024046890437603,0.0008008014410734177
50M,4,9,0.02169855125248432,0.022589994594454765,0.0008914433419704437
50M,4,10,0.013055885210633278,0.012728428468108177,-0.0003274567425251007
50M,4,11,0.015983926132321358,0.015437857247889042,-0.0005460688844323158
50M,5,0,0.011575032025575638,0.01248160656541586,0.0009065745398402214
50M,5,1,0.026476580649614334,0.026952609419822693,0.00047602877020835876
50M,5,2,0.02011413313448429,0.020563829690217972,0.0004496965557336807
50M,5,3,0.013650046661496162,0.014116089791059494,0.0004660431295633316
50M,5,4,0.022601891309022903,0.02187136933207512,-0.0007305219769477844
50M,5,5,0.005131078418344259,0.004207196179777384,-0.0009238822385668755
50M,5,6,0.011052318848669529,0.011330065317451954,0.0002777464687824249
50M,5,7,0.018848592415452003,0.019916309043765068,0.0010677166283130646
50M,5,8,0.009302271530032158,0.00994898658245802,0.0006467150524258614
50M,5,9,0.009098486043512821,0.007929201237857342,-0.0011692848056554794
50M,5,10,0.019022030755877495,0.01805061101913452,-0.0009714197367429733
50M,5,11,0.019802439957857132,0.020651618018746376,0.0008491780608892441
50M,6,0,0.01185146626085043,0.0115223228931427,-0.00032914336770772934
50M,6,1,0.016721360385417938,0.015705831348896027,-0.0010155290365219116
50M,6,2,0.019617991521954536,0.02142094075679779,0.001802949234843254
50M,6,3,0.017424024641513824,0.01892869547009468,0.0015046708285808563
50M,6,4,0.011078674346208572,0.01275405753403902,0.0016753831878304482
50M,6,5,0.022293979302048683,0.022954531013965607,0.0006605517119169235
50M,6,6,0.015445521101355553,0.017651399597525597,0.002205878496170044
50M,6,7,0.007764607202261686,0.008342004381120205,0.0005773971788585186
50M,6,8,0.019767938181757927,0.02012961357831955,0.0003616753965616226
50M,6,9,0.022417234256863594,0.021170640364289284,-0.0012465938925743103
50M,6,10,0.006330891512334347,0.006711396388709545,0.00038050487637519836
50M,6,11,0.006058222148567438,0.0048134587705135345,-0.0012447633780539036
50M,7,0,0.02139056846499443,0.021006977185606956,-0.00038359127938747406
50M,7,1,0.006845628377050161,0.007199123501777649,0.00035349512472748756
50M,7,2,0.01457155030220747,0.01415282767266035,-0.00041872262954711914
50M,7,3,0.021164730191230774,0.02128271758556366,0.00011798739433288574
50M,7,4,0.019122140482068062,0.01929403841495514,0.00017189793288707733
50M,7,5,0.01884409226477146,0.01989845186471939,0.0010543595999479294
50M,7,6,0.023123150691390038,0.02432435378432274,0.0012012030929327011
50M,7,7,0.017017396166920662,0.020695406943559647,0.0036780107766389847
50M,7,8,0.0086771659553051,0.010503483936190605,0.0018263179808855057
50M,7,9,0.017655203118920326,0.01793520525097847,0.0002800021320581436
50M,7,10,0.02007574401795864,0.02023662067949772,0.00016087666153907776
50M,7,11,0.023095933720469475,0.022602848708629608,-0.0004930850118398666
50M,8,0,0.033568937331438065,0.03074631281197071,-0.002822624519467354
50M,8,1,0.01638270728290081,0.015471716411411762,-0.000910990871489048
50M,8,2,0.013230053707957268,0.016473708674311638,0.00324365496635437
50M,8,3,0.026250647380948067,0.02488851174712181,-0.0013621356338262558
50M,8,4,0.02427511475980282,0.026935303583741188,0.0026601888239383698
50M,8,5,0.00542165944352746,0.006889761425554752,0.0014681019820272923
50M,8,6,0.02488168142735958,0.023543713614344597,-0.0013379678130149841
50M,8,7,0.013606329448521137,0.01409523282200098,0.0004889033734798431
50M,8,8,0.0038439894560724497,0.0036075483076274395,-0.00023644114844501019
50M,8,9,0.010894308798015118,0.00874291080981493,-0.0021513979882001877
50M,8,10,0.011728554032742977,0.012418418191373348,0.0006898641586303711
50M,8,11,0.008302737027406693,0.009971828199923038,0.001669091172516346
50M,9,0,0.024074919521808624,0.024672729894518852,0.000597810372710228
50M,9,1,0.02530011348426342,0.024072563275694847,-0.001227550208568573
50M,9,2,0.010110894218087196,0.011983182281255722,0.0018722880631685257
50M,9,3,0.010238952934741974,0.012613700702786446,0.0023747477680444717
50M,9,4,0.012637963518500328,0.012522795237600803,-0.00011516828089952469
50M,9,5,0.009038480930030346,0.008770889602601528,-0.00026759132742881775
50M,9,6,0.02300986275076866,0.024432247504591942,0.0014223847538232803
50M,9,7,0.014476931653916836,0.015477508306503296,0.0010005766525864601
50M,9,8,0.0106516657397151,0.01419722568243742,0.0035455599427223206
50M,9,9,0.025760361924767494,0.02481495775282383,-0.0009454041719436646
50M,9,10,0.027210084721446037,0.026556571945548058,-0.0006535127758979797
50M,9,11,0.014478473924100399,0.013438042253255844,-0.001040431670844555
50M,10,0,0.02438434213399887,0.023396596312522888,-0.0009877458214759827
50M,10,1,0.014716211706399918,0.01520427968353033,0.00048806797713041306
50M,10,2,0.021358048543334007,0.02109585516154766,-0.00026219338178634644
50M,10,3,0.022598035633563995,0.022605042904615402,7.00727105140686e-06
50M,10,4,0.010112270712852478,0.010855592787265778,0.0007433220744132996
50M,10,5,0.020684635266661644,0.020781507715582848,9.687244892120361e-05
50M,10,6,0.022440746426582336,0.02309626340866089,0.0006555169820785522
50M,10,7,0.022818496450781822,0.019998880103230476,-0.002819616347551346
50M,10,8,0.01985015533864498,0.02055002748966217,0.000699872151017189
50M,10,9,0.02952626533806324,0.02789524756371975,-0.0016310177743434906
50M,10,10,0.023720283061265945,0.02222563698887825,-0.0014946460723876953
50M,10,11,0.013693219050765038,0.014774532988667488,0.0010813139379024506
50M,11,0,0.02731075882911682,0.02315143123269081,-0.00415932759642601
50M,11,1,0.0188441202044487,0.020770451053977013,0.0019263308495283127
50M,11,2,0.021236874163150787,0.02247663214802742,0.0012397579848766327
50M,11,3,0.02281380444765091,0.02143646776676178,-0.0013773366808891296
50M,11,4,0.024311767891049385,0.025283794850111008,0.0009720269590616226
50M,11,5,0.02442464977502823,0.02504877746105194,0.0006241276860237122
50M,11,6,0.020433051511645317,0.019207516685128212,-0.001225534826517105
50M,11,7,0.024289388209581375,0.024704134091734886,0.00041474588215351105
50M,11,8,0.01793680153787136,0.017342152073979378,-0.000594649463891983
50M,11,9,0.024593396112322807,0.020372768864035606,-0.004220627248287201
50M,11,10,0.024982396513223648,0.02459760755300522,-0.00038478896021842957
50M,11,11,0.01679154299199581,0.020347988232970238,0.0035564452409744263
200M,0,0,0.018436657264828682,0.018516946583986282,8.02893191576004e-05
200M,0,1,0.020046597346663475,0.020457077771425247,0.00041048042476177216
200M,0,2,0.011942584998905659,0.012381807900965214,0.00043922290205955505
200M,0,3,0.017801236361265182,0.01932445354759693,0.001523217186331749
200M,0,4,0.018400495871901512,0.01886758953332901,0.00046709366142749786
200M,0,5,0.010194123722612858,0.011438248679041862,0.0012441249564290047
200M,0,6,0.01881699450314045,0.01890450343489647,8.750893175601959e-05
200M,0,7,0.021034106612205505,0.020720349624753,-0.000313756987452507
200M,0,8,0.010000337846577168,0.010140840895473957,0.00014050304889678955
200M,0,9,0.022335873916745186,0.02299266867339611,0.0006567947566509247
200M,0,10,0.01793116144835949,0.018227839842438698,0.0002966783940792084
200M,0,11,0.011514906771481037,0.011731003411114216,0.0002160966396331787
200M,1,0,0.01850593090057373,0.019040005281567574,0.0005340743809938431
200M,1,1,0.022202232852578163,0.02270526811480522,0.0005030352622270584
200M,1,2,0.019941681995987892,0.02002755180001259,8.586980402469635e-05
200M,1,3,0.021717965602874756,0.021767430007457733,4.9464404582977295e-05
200M,1,4,0.022534437477588654,0.021760977804660797,-0.0007734596729278564
200M,1,5,0.024088721722364426,0.02321946993470192,-0.0008692517876625061
200M,1,6,0.021252859383821487,0.02089533768594265,-0.0003575216978788376
200M,1,7,0.016048075631260872,0.016313405707478523,0.00026533007621765137
200M,1,8,0.020236564800143242,0.02005901001393795,-0.00017755478620529175
200M,1,9,0.024753572419285774,0.02412503771483898,-0.0006285347044467926
200M,1,10,0.016528837382793427,0.016608187928795815,7.9350546002388e-05
200M,1,11,0.022866329178214073,0.02227538451552391,-0.0005909446626901627
200M,2,0,0.009601319208741188,0.01059911958873272,0.0009978003799915314
200M,2,1,0.006331754848361015,0.006509643513709307,0.0001778886653482914
200M,2,2,0.023321904242038727,0.022307615727186203,-0.0010142885148525238
200M,2,3,0.01226517092436552,0.01203756220638752,-0.00022760871797800064
200M,2,4,0.011013330891728401,0.010566108860075474,-0.0004472220316529274
200M,2,5,0.0205968227237463,0.020171741023659706,-0.00042508170008659363
200M,2,6,0.00876825861632824,0.008843966759741306,7.570814341306686e-05
200M,2,7,0.010009007528424263,0.009946659207344055,-6.234832108020782e-05
200M,2,8,0.020486924797296524,0.019544214010238647,-0.0009427107870578766
200M,2,9,0.02043060027062893,0.020575879141688347,0.00014527887105941772
200M,2,10,0.014852182939648628,0.015224281698465347,0.00037209875881671906
200M,2,11,0.013481960631906986,0.012849679216742516,-0.0006322814151644707
200M,3,0,0.024431899189949036,0.023554295301437378,-0.0008776038885116577
200M,3,1,0.01997186243534088,0.019300643354654312,-0.0006712190806865692
200M,3,2,0.0071174949407577515,0.007443257607519627,0.00032576266676187515
200M,3,3,0.021778635680675507,0.021847903728485107,6.926804780960083e-05
200M,3,4,0.019602132961153984,0.020539041608572006,0.0009369086474180222
200M,3,5,0.01689128391444683,0.018009264022111893,0.001117980107665062
200M,3,6,0.024573450908064842,0.022604474797844887,-0.0019689761102199554
200M,3,7,0.02003154531121254,0.020188642665743828,0.00015709735453128815
200M,3,8,0.006224817130714655,0.006283256225287914,5.8439094573259354e-05
200M,3,9,0.006437711417675018,0.0065283323638141155,9.062094613909721e-05
200M,3,10,0.016161814332008362,0.016415970399975777,0.00025415606796741486
200M,3,11,0.009507952257990837,0.009327844716608524,-0.00018010754138231277
200M,4,0,0.01872425526380539,0.019811082631349564,0.0010868273675441742
200M,4,1,0.020314304158091545,0.023142118006944656,0.0028278138488531113
200M,4,2,0.000927137560211122,0.0015050750225782394,0.0005779374623671174
200M,4,3,0.004721539095044136,0.00483693229034543,0.00011539319530129433
200M,4,4,0.01238514855504036,0.01231549121439457,-6.96573406457901e-05
200M,4,5,0.018055127933621407,0.018807044252753258,0.0007519163191318512
200M,4,6,0.4047575891017914,0.3934911787509918,-0.01126641035079956
200M,4,7,0.022220490500330925,0.021515965461730957,-0.000704525038599968
200M,4,8,0.01975659653544426,0.01963701657950878,-0.00011957995593547821
200M,4,9,0.021113626658916473,0.021501511335372925,0.0003878846764564514
200M,4,10,0.01025257259607315,0.01063954085111618,0.0003869682550430298
200M,4,11,0.006279389839619398,0.0064171855337917805,0.00013779569417238235
200M,5,0,0.009669900871813297,0.009729523211717606,5.962233990430832e-05
200M,5,1,0.03656372055411339,0.03418774902820587,-0.0023759715259075165
200M,5,2,0.02103372849524021,0.021867413073778152,0.000833684578537941
200M,5,3,0.007589853834360838,0.007390428800135851,-0.00019942503422498703
200M,5,4,0.020417500287294388,0.0198597963899374,-0.000557703897356987
200M,5,5,0.004305093549191952,0.004705209285020828,0.0004001157358288765
200M,5,6,0.007528673857450485,0.007558851502835751,3.017764538526535e-05
200M,5,7,0.019871365278959274,0.020976176485419273,0.001104811206459999
200M,5,8,0.0055640884675085545,0.005126290023326874,-0.0004377984441816807
200M,5,9,0.00713949603959918,0.006962940096855164,-0.00017655594274401665
200M,5,10,0.02692064270377159,0.026759885251522064,-0.00016075745224952698
200M,5,11,0.02170679345726967,0.02142634242773056,-0.0002804510295391083
200M,6,0,0.005797987338155508,0.006542723625898361,0.0007447362877428532
200M,6,1,0.00765905249863863,0.007605594117194414,-5.3458381444215775e-05
200M,6,2,0.019460782408714294,0.020009899511933327,0.0005491171032190323
200M,6,3,0.038999419659376144,0.0379730686545372,-0.0010263510048389435
200M,6,4,0.0144892493262887,0.017483007162809372,0.002993757836520672
200M,6,5,0.018244775012135506,0.019505450502038002,0.0012606754899024963
200M,6,6,0.01610087975859642,0.015625208616256714,-0.0004756711423397064
200M,6,7,0.0032437541522085667,0.003431357443332672,0.00018760329112410545
200M,6,8,0.02258499711751938,0.022872133180499077,0.0002871360629796982
200M,6,9,0.022658677771687508,0.024146702140569687,0.0014880243688821793
200M,6,10,0.015284333378076553,0.01520563941448927,-7.869396358728409e-05
200M,6,11,0.00907975248992443,0.007961087860167027,-0.0011186646297574043
200M,7,0,0.022240305319428444,0.022436941042542458,0.00019663572311401367
200M,7,1,0.012138835154473782,0.012317185290157795,0.00017835013568401337
200M,7,2,0.011740914545953274,0.011782405897974968,4.149135202169418e-05
200M,7,3,0.0234281737357378,0.025112789124250412,0.0016846153885126114
200M,7,4,0.02263069711625576,0.022468624636530876,-0.00016207247972488403
200M,7,5,0.013843907043337822,0.01894034631550312,0.0050964392721652985
200M,7,6,0.39932486414909363,0.3981098532676697,-0.0012150108814239502
200M,7,7,0.026208356022834778,0.024938249960541725,-0.0012701060622930527
200M,7,8,0.011398181319236755,0.010984063148498535,-0.0004141181707382202
200M,7,9,0.039792731404304504,0.04061008617281914,0.0008173547685146332
200M,7,10,0.020793400704860687,0.021445127204060555,0.0006517264991998672
200M,7,11,0.0199529267847538,0.02008085884153843,0.00012793205678462982
200M,8,0,0.5719398856163025,0.5573629140853882,-0.014576971530914307
200M,8,1,0.0777997151017189,0.07545625418424606,-0.0023434609174728394
200M,8,2,0.028936278074979782,0.027955958619713783,-0.0009803194552659988
200M,8,3,0.4192141592502594,0.4078555703163147,-0.011358588933944702
200M,8,4,0.026226118206977844,0.02593942917883396,-0.00028668902814388275
200M,8,5,0.01921742409467697,0.021275417879223824,0.002057993784546852
200M,8,6,0.1609346717596054,0.1554488241672516,-0.005485847592353821
200M,8,7,0.01788131333887577,0.016181480139493942,-0.0016998331993818283
200M,8,8,0.006308550946414471,0.005726208444684744,-0.0005823425017297268
200M,8,9,0.0146110188215971,0.017040057107806206,0.0024290382862091064
200M,8,10,0.016856996342539787,0.017278894782066345,0.0004218984395265579
200M,8,11,0.016310522332787514,0.019172903150320053,0.0028623808175325394
200M,9,0,0.04252145066857338,0.04473221302032471,0.0022107623517513275
200M,9,1,0.021364601328969002,0.022958984598517418,0.0015943832695484161
200M,9,2,0.028396204113960266,0.02402346208691597,-0.004372742027044296
200M,9,3,0.020324189215898514,0.018021734431385994,-0.00230245478451252
200M,9,4,0.020576579496264458,0.019939444959163666,-0.0006371345371007919
200M,9,5,0.017314039170742035,0.017879817634820938,0.0005657784640789032
200M,9,6,0.039234913885593414,0.03389480337500572,-0.005340110510587692
200M,9,7,0.04179985448718071,0.04223113879561424,0.0004312843084335327
200M,9,8,0.025510864332318306,0.02846306376159191,0.0029521994292736053
200M,9,9,0.017136629670858383,0.01678893156349659,-0.0003476981073617935
200M,9,10,0.47505736351013184,0.4574020504951477,-0.01765531301498413
200M,9,11,0.11638355255126953,0.10646874457597733,-0.009914807975292206
200M,10,0,0.036434441804885864,0.04278950020670891,0.006355058401823044
200M,10,1,0.02420521154999733,0.027541954070329666,0.0033367425203323364
200M,10,2,0.030281372368335724,0.03201867267489433,0.001737300306558609
200M,10,3,0.021673956885933876,0.02649695798754692,0.004823001101613045
200M,10,4,0.017694799229502678,0.019962210208177567,0.0022674109786748886
200M,10,5,0.04254958778619766,0.04165168106555939,-0.0008979067206382751
200M,10,6,0.027450362220406532,0.026051225140690804,-0.0013991370797157288
200M,10,7,0.16283613443374634,0.15736208856105804,-0.0054740458726882935
200M,10,8,0.06055388227105141,0.05615123733878136,-0.00440264493227005
200M,10,9,0.07560904324054718,0.08000379055738449,0.004394747316837311
200M,10,10,0.03997337818145752,0.03811826929450035,-0.0018551088869571686
200M,10,11,0.020001428201794624,0.022283058613538742,0.0022816304117441177
200M,11,0,0.11844440549612045,0.1197245642542839,0.0012801587581634521
200M,11,1,0.03026924841105938,0.03411811590194702,0.003848867490887642
200M,11,2,0.026036852970719337,0.028285624459385872,0.0022487714886665344
200M,11,3,0.05520383641123772,0.06036943569779396,0.005165599286556244
200M,11,4,0.02387753501534462,0.024980753660202026,0.0011032186448574066
200M,11,5,0.025385305285453796,0.02691163681447506,0.0015263315290212631
200M,11,6,0.03711264953017235,0.03850852698087692,0.0013958774507045746
200M,11,7,0.02934056706726551,0.027936585247516632,-0.0014039818197488785
200M,11,8,0.026902781799435616,0.028089623898267746,0.0011868420988321304
200M,11,9,0.038105301558971405,0.04670891538262367,0.008603613823652267
200M,11,10,0.02770324982702732,0.027356117963790894,-0.0003471318632364273
200M,11,11,0.02461656741797924,0.025981105864048004,0.0013645384460687637
